2.0,182.0,316.0,195.0,2780.0
2.0,189.0,306.0,206.0,2906.0
2.0,190.0,295.0,204.0,2850.0
2.0,187.0,289.0,202.0,2773.0
2.0,170.0,297.0,202.0,2798.0
2.0,191.0,308.0,209.0,2873.0
2.0,180.0,305.0,204.0,2851.0
2.0,183.0,311.0,207.0,2832.0
2.0,183.0,319.0,204.0,2857.0
2.0,180.0,293.0,208.0,2837.0
2.0,188.0,296.0,207.0,2786.0
2.0,185.0,309.0,205.0,2810.0
2.0,184.0,311.0,207.0,2835.0
2.0,174.0,299.0,201.0,2884.0
2.0,178.0,290.0,201.0,2908.0
2.0,176.0,291.0,199.0,2816.0
2.0,168.0,309.0,203.0,2864.0
2.0,176.0,300.0,196.0,2904.0
2.0,190.0,318.0,197.0,2977.0
2.0,178.0,307.0,198.0,2922.0
2.0,173.0,293.0,200.0,2783.0
2.0,182.0,301.0,202.0,2769.0
2.0,173.0,303.0,207.0,2822.0
2.0,181.0,305.0,205.0,2917.0
2.0,182.0,297.0,198.0,2894.0
2.0,170.0,300.0,196.0,2789.0
2.0,175.0,298.0,193.0,2735.0
2.0,186.0,305.0,199.0,2770.0
2.0,185.0,325.0,209.0,2968.0
2.0,191.0,332.0,211.0,2922.0
2.0,178.0,319.0,201.0,2931.0
2.0,183.0,313.0,202.0,2989.0
2.0,189.0,334.0,199.0,3011.0
2.0,176.0,326.0,204.0,2895.0
2.0,182.0,325.0,203.0,2889.0
2.0,176.0,318.0,200.0,2890.0
2.0,176.0,311.0,196.0,2840.0
2.0,163.0,283.0,188.0,2699.0
2.0,169.0,269.0,188.0,2619.0
2.0,183.0,293.0,197.0,2719.0
2.0,176.0,292.0,203.0,2707.0
2.0,171.0,309.0,202.0,2714.0
2.0,169.0,310.0,206.0,2854.0
2.0,193.0,336.0,215.0,3018.0
2.0,184.0,326.0,207.0,3107.0
2.0,180.0,322.0,206.0,2983.0
2.0,177.0,326.0,211.0,2880.0
2.0,178.0,315.0,212.0,2866.0
2.0,178.0,316.0,206.0,2911.0
2.0,172.0,306.0,209.0,2787.0
2.0,175.0,299.0,204.0,2767.0
2.0,175.0,303.0,203.0,2832.0
2.0,166.0,294.0,202.0,2835.0
2.0,168.0,296.0,200.0,2881.0
2.0,165.0,292.0,199.0,2849.0
2.0,180.0,292.0,201.0,2855.0
2.0,184.0,302.0,199.0,2750.0
2.0,179.0,291.0,193.0,2711.0
2.0,173.0,298.0,187.0,2726.0
2.0,189.0,311.0,200.0,2782.0
2.0,205.0,310.0,215.0,2735.0
2.0,191.0,304.0,211.0,2697.0
2.0,189.0,317.0,213.0,2873.0
2.0,186.0,313.0,210.0,2929.0
2.0,184.0,314.0,208.0,2946.0
2.0,180.0,317.0,213.0,2848.0
2.0,173.0,309.0,214.0,2798.0
2.0,175.0,300.0,208.0,2891.0
2.0,164.0,295.0,202.0,2804.0
2.0,176.0,310.0,212.0,2825.0
2.0,186.0,319.0,212.0,2905.0
2.0,173.0,305.0,205.0,2907.0
2.0,175.0,312.0,207.0,2847.0
2.0,182.0,309.0,212.0,2874.0
2.0,179.0,312.0,215.0,2928.0
2.0,176.0,305.0,211.0,2965.0
2.0,184.0,309.0,199.0,2821.0
2.0,188.0,296.0,196.0,2805.0
2.0,180.0,291.0,194.0,2868.0
2.0,177.0,300.0,196.0,2782.0
2.0,185.0,307.0,207.0,2689.0
2.0,189.0,315.0,209.0,2726.0
2.0,197.0,312.0,210.0,2716.0
2.0,184.0,307.0,208.0,2603.0
2.0,180.0,305.0,208.0,2715.0
2.0,179.0,302.0,208.0,2830.0
2.0,189.0,315.0,213.0,2901.0
2.0,183.0,313.0,216.0,2832.0
2.0,184.0,325.0,222.0,2725.0
2.0,182.0,320.0,213.0,2777.0
2.0,179.0,306.0,211.0,2884.0
2.0,190.0,320.0,211.0,2898.0
2.0,195.0,340.0,217.0,2877.0
2.0,187.0,317.0,217.0,2795.0
2.0,184.0,303.0,214.0,2753.0
2.0,171.0,312.0,208.0,2879.0
2.0,179.0,327.0,200.0,3075.0
2.0,182.0,314.0,206.0,2913.0
2.0,185.0,301.0,202.0,2777.0
2.0,178.0,307.0,199.0,2837.0
2.0,179.0,292.0,197.0,2935.0
2.0,182.0,296.0,198.0,2895.0
2.0,170.0,300.0,202.0,2809.0
2.0,188.0,314.0,206.0,2793.0
2.0,187.0,319.0,205.0,2680.0
2.0,194.0,315.0,215.0,2667.0
2.0,199.0,310.0,207.0,2728.0
2.0,202.0,312.0,212.0,2771.0
2.0,196.0,315.0,214.0,2754.0
2.0,180.0,308.0,223.0,2683.0
2.0,185.0,314.0,216.0,2695.0
2.0,198.0,320.0,214.0,2587.0
2.0,177.0,308.0,207.0,2737.0
2.0,177.0,309.0,211.0,2856.0
2.0,180.0,314.0,211.0,2737.0
2.0,188.0,318.0,213.0,2797.0
2.0,195.0,320.0,219.0,2825.0
2.0,196.0,323.0,220.0,2898.0
2.0,184.0,312.0,218.0,2885.0
2.0,171.0,311.0,201.0,2929.0
2.0,180.0,294.0,193.0,2855.0
2.0,173.0,289.0,194.0,2733.0
2.0,178.0,311.0,194.0,2795.0
2.0,186.0,297.0,203.0,2904.0
2.0,183.0,293.0,206.0,2893.0
2.0,173.0,293.0,201.0,2822.0
2.0,188.0,301.0,203.0,2749.0
2.0,193.0,312.0,210.0,2700.0
2.0,192.0,324.0,220.0,2708.0
2.0,185.0,315.0,215.0,2769.0
2.0,179.0,311.0,208.0,2922.0
2.0,187.0,314.0,213.0,2664.0
2.0,189.0,312.0,209.0,2721.0
2.0,192.0,300.0,207.0,2835.0
2.0,184.0,310.0,208.0,2759.0
